26	70	3	2
5	33	5	8
54	32	7	1
51	76	10	6
23	91	7	3
71	29	10	10
60	71	9	7
10	86	2	8
29	53	10	1
49	76	6	7
45	76	2	3
51	98	10	1
43	37	5	8
19	99	5	6
40	72	8	2
46	67	5	9
91	13	8	5
81	59	2	9
59	68	1	9
37	37	6	4
26	71	10	8
85	87	9	6
57	79	1	10
72	50	6	10
89	20	5	6
88	93	10	7
65	4	8	3
93	18	7	8
5	14	4	10
67	99	8	6
83	50	7	2
6	11	8	10
28	50	10	10
66	75	2	5
89	49	7	5
74	81	2	2
4	5	7	2
23	73	6	1
13	46	4	7
67	91	3	1
10	96	6	3
60	8	3	1
4	43	8	1
68	19	9	3
23	93	7	8
79	24	10	4
38	30	8	5
34	62	7	2
3	71	9	5
79	15	10	2
50	91	6	6
33	56	9	10
11	18	10	4
87	15	8	2
78	9	3	5
32	17	5	3
1	31	2	1
28	44	5	8
74	13	7	10
99	56	7	10
59	13	7	4
92	14	2	4
100	95	4	10
75	21	3	10
13	81	1	5
3	64	2	6
66	49	7	9
68	55	8	10
82	100	7	9
7	30	1	4
63	26	9	4
24	14	9	10
67	91	1	6
83	37	10	10
79	69	8	1
31	11	1	5
7	66	5	1
10	91	9	9
94	21	3	7
57	64	10	7
7	48	3	9
25	92	10	4
73	21	2	5
69	58	4	5
90	19	7	2
62	28	6	9
77	67	2	8
100	98	6	7
45	85	9	3
84	18	4	4
63	62	3	1
66	7	4	10
56	82	3	1
92	40	10	5
48	12	10	7
76	17	7	6
72	14	3	7
29	45	1	3
88	1	4	4
81	92	5	3
